"Exact_Time_min","Trt","E_corr_per_kPa_avg","SD","N","SE","CI","E_corr_per_kPa_offset_avg","Time","meanVPD"
-1350,"bam1 - WW",2.31628595393974,0.380696022745211,3,0.269192739253887,0.945701346814739,2.31628595393974,-0.9375,0.930869841269841
-1320,"bam1 - WW",2.325848327842,0.382436413322989,3,0.270423381233347,0.950024716682173,2.325848327842,-0.916666666666667,0.929888888888889
-1290,"bam1 - WW",2.33532907095819,0.387780136575274,3,0.274201964181822,0.963299261134333,2.33532907095819,-0.895833333333333,0.930352733686067
-1260,"bam1 - WW",2.34336031478229,0.395114581402434,3,0.279388199855345,0.981519032124232,2.34336031478229,-0.875,0.931897222222222
-1230,"bam1 - WW",2.35115138505354,0.399983649221785,3,0.282831150728466,0.993614467115353,2.35115138505354,-0.854166666666667,0.931080808080808
-1200,"bam1 - WW",2.35349906480849,0.404815795444652,3,0.28624799409034,1.00561818377627,2.35349906480849,-0.833333333333333,0.93174074074074
-1170,"bam1 - WW",2.36940167025321,0.4163994639115,3,0.294438884614265,1.03439361145518,2.36940167025321,-0.8125,0.929356902356903
-1140,"bam1 - WW",2.3695786939698,0.420988685428148,3,0.297683954269053,1.04579386969226,2.3695786939698,-0.791666666666667,0.929833333333333
-1110,"bam1 - WW",2.36518693986257,0.42508885826023,3,0.300583214282656,1.05597926364913,2.36518693986257,-0.770833333333333,0.930555555555556
-1080,"bam1 - WW",2.35382617975836,0.41472325573084,3,0.29325362644304,1.03022967950086,2.35382617975836,-0.75,0.929333333333333
-1050,"bam1 - WW",2.34374035088086,0.420079566838664,3,0.297041110349527,1.04353549391967,2.34374035088086,-0.729166666666667,0.929215488215488
-1020,"bam1 - WW",2.32530555650746,0.40238313690857,3,0.284527844743165,0.999575124966975,2.32530555650746,-0.708333333333333,0.928166666666667
-990,"bam1 - WW",2.3043655294144,0.393094930259038,3,0.277960090836219,0.976501940554342,2.3043655294144,-0.6875,0.928472222222222
-960,"bam1 - WW",2.28419114519122,0.382340277411225,3,0.270355402878223,0.949785901838307,2.28419114519122,-0.666666666666667,0.92675
-930,"bam1 - WW",2.25004439557122,0.363040200550186,3,0.256708187652361,0.90184185306812,2.25004439557122,-0.645833333333333,0.927166666666667
-900,"bam1 - WW",2.22220960408364,0.343916995531135,3,0.243186039705369,0.854337178310763,2.22220960408364,-0.625,0.927435978835979
-870,"bam1 - WW",2.19992981473597,0.333031197582016,3,0.235488618156921,0.827295357102863,2.19992981473597,-0.604166666666667,0.926741379310345
-840,"bam1 - WW",2.18468722398895,0.322219163306805,3,0.227843355402497,0.800436775019071,2.18468722398895,-0.583333333333333,0.925303743961353
-810,"bam1 - WW",2.1574000448887,0.322998528172025,3,0.228394449583713,0.80237282467198,2.1574000448887,-0.5625,0.930087145969499
-780,"bam1 - WW",2.1574000448887,0.322998528172025,3,0.228394449583713,0.80237282467198,2.1574000448887,-0.541666666666667,0.930087145969499
-750,"bam1 - WW",2.13283464976412,0.294096466298172,3,0.207957605642438,0.730576122823798,2.13283464976412,-0.520833333333333,0.929757936507936
-720,"bam1 - WW",2.10868214367805,0.314462929894142,3,0.222358870159938,0.781169223097539,2.10868214367805,-0.5,0.93235101010101
