"Trt","idGenotype","idWatering","idPot","Time","Exact_Time_min","SWC","E_mmol_per_m2_s","E_clean","E_estimate","E_corr","meanVPD","E_mmol_per_m2_s_kPa","E_clean_per_kPa","E_estimate_per_kPa","E_corr_per_kPa"
"bam1 - WW","bam1","WW",109,3.45833333333334,4980,0.696525901795646,0.932628904872853,0.932628904872853,NA,0.932628904872853,0.918473684210526,1.0154116779889,1.0154116779889,NA,1.0154116779889
"bam1 - WW","bam1","WW",109,3.47916666666667,5010,0.693890433815351,0.925584395652089,0.925584395652089,NA,0.925584395652089,0.917266666666667,1.00906795077995,1.00906795077995,NA,1.00906795077995
"bam1 - WW","bam1","WW",109,3.5,5040,0.692442992213571,0.923032794982655,0.923032794982655,0.920067905333916,0.923032794982655,0.91675,1.00685333513243,1.00685333513243,1.00361920407299,1.00685333513243
"bam1 - WW","bam1","WW",109,3.52083333333334,5070,0.684941601779755,0.693307999328986,0.693307999328986,0.658580309308316,0.693307999328986,0.8854,0.783044950676515,0.783044950676515,0.743822350698347,0.783044950676515
"bam1 - WW","bam1","WW",109,3.54166666666667,5100,0.683756952169077,0.628859952817217,0.628859952817217,NA,0.628859952817217,0.887083333333333,0.708907415106304,0.708907415106304,NA,0.708907415106304
"bam1 - WW","bam1","WW",109,3.5625,5130,0.683756952169077,0.628859952817217,0.628859952817217,NA,0.628859952817217,0.887083333333333,0.708907415106304,0.708907415106304,NA,0.708907415106304
"bam1 - WW","bam1","WW",109,3.58333333333334,5160,0.682385520949203,0.614782993816866,0.614782993816866,NA,0.614782993816866,0.891166666666667,0.689863093865943,0.689863093865943,NA,0.689863093865943
"bam1 - WW","bam1","WW",109,3.60416666666667,5190,0.680915302717305,0.609433451166777,0.609433451166777,NA,0.609433451166777,0.89275,0.682647382992749,0.682647382992749,NA,0.682647382992749
"bam1 - WW","bam1","WW",109,3.625,5220,0.679364224137931,0.6082006222719,0.6082006222719,NA,0.6082006222719,0.895133333333333,0.679452545920794,0.679452545920794,NA,0.679452545920794
"bam1 - WW","bam1","WW",109,3.64583333333334,5250,0.676618117352614,0.602817699657224,0.602817699657224,NA,0.602817699657224,0.897764705882353,0.671465135249168,0.671465135249168,NA,0.671465135249168
