"idPot","weight_before","weight_after","predicted_water_add","from_id","decimalDay"
"281",208.281,212.861,4.7194430102727,39,60.7953819444444
"281",203.217,218.974,15.952440312793,130,62.795
"281",206.611,226.187,19.7211969653634,222,64.8377430555555
"282",206.611,209.588,3.10884990203061,39,60.7955092592593
"282",205.486,211.515,6.31221362529107,87,61.8159837962963
"282",206.869,215.344,8.58312952285738,131,62.8222800925926
"282",204.312,220.588,16.3903434706954,222,64.8374768518518
"283",206.154,212.053,5.97473482202838,218,64.8513078703704
"284",209.449,216.779,7.41268929252132,127,62.8350231481482
"284",210.988,218.494,7.67018996523916,218,64.8514236111111
"285",205.29,212.479,7.28850894718167,217,64.852662037037
"286",203.291,209.46,6.22090633481463,126,62.8363194444444
"286",205.429,212.149,6.80861668465914,217,64.8527777777778
"287",195.142,207.278,12.2863212606968,217,64.8539814814815
"288",155.277,159.714,4.47946892838024,217,64.8540972222222
"289",205.153,212.481,7.45583634797347,86,61.816712962963
"289",204.62,214.283,9.7855300064308,220,64.8221064814815
"290",204.579,212.459,7.96133218917799,130,62.8244675925926
"290",207.242,212.694,5.57963292004754,220,64.8235069444444
"291",202.599,208.477,5.99131439460072,131,62.8482986111111
"291",204.029,208.618,4.72507591017495,220,64.8236226851852
"292",199.686,207.339,7.70916386294039,220,64.8248958333333
"294",203.751,212.763,9.11777482169506,220,64.8260763888889
"295",208.58,213.098,4.55643952870528,218,64.8079282407407
"296",194.921,202.575,7.85809222913736,84,61.8040856481481
"296",190.671,206.763,16.2077198681939,218,64.8092939814815
"297",202.862,209.584,6.79953331811294,129,62.8315393518519
"297",205.474,209.009,3.60358889171593,218,64.8094444444445
"298",207.951,213.768,5.88406417646044,217,64.8105671296296
"299",207.314,212.791,5.57336513754296,129,62.8565046296296
"299",208.929,213.169,4.29601835639903,217,64.8106944444445
"300",204.333,206.506,2.20220376041314,217,64.8118981481482
"301",207.872,212.906,5.11164114369907,220,64.822337962963
"302",208.082,213.067,5.09320982200711,131,62.8480671296296
"302",207.782,215.865,8.22923419690923,220,64.8233912037037
"303",209.01,215.153,6.21597401054856,130,62.8246990740741
"303",210.5,216.953,6.55629395733459,220,64.8237384259259
"304",204.079,213.514,9.54087103417805,220,64.8247800925926
"305",200.428,207.225,6.88525766687417,130,62.8259722222222
"305",201.923,208.102,6.32437435651977,220,64.8250925925926
"306",155.118,158.746,3.71382619815216,38,60.8001041666667
"306",153.22,157.305,4.2095534919213,129,62.7996296296296
"306",150.856,155.358,4.66910306257466,220,64.8259606481482
"307",208.087,211.722,3.66211153323479,218,64.8081481481481
"308",210.028,215.932,6.01261530128755,130,62.8549652777778
"308",210.607,217.731,7.20515169481487,218,64.8091782407407
"310",207.394,213.233,5.90379406301665,128,62.8325925925926
"310",208.879,214.38,5.57680203246957,217,64.8104513888889
"311",200.489,206.391,5.94366476531474,217,64.8108101851852
"312",152.361,155.169,2.89449832569852,83,61.8065509259259
"312",153.3,157.171,3.93641646921549,128,62.8339467592593
"312",152.773,158.648,5.94547468090718,217,64.8117824074074
"313",201.488,213.238,11.8706671103417,220,64.8224652777778
"314",209.415,220.617,11.3330510818318,220,64.823275462963
"315",204.35,212.214,7.94634570379958,220,64.8238657407407
"316",206.535,212.971,6.51520177072385,130,62.825625
"316",208.34,216.405,8.18410805968222,220,64.8246643518519
"317",202.073,208.387,6.38846541976775,130,62.826087962963
"317",202.922,210.385,7.60993442971653,220,64.8252083333333
"318",204.593,210.91,6.40007545137047,130,62.8268171296296
"318",205.292,212.306,7.18189618231597,220,64.8258449074074
"319",202.296,214.329,12.1132270591696,218,64.8082638888889
"320",201.648,208.779,7.19374605154115,218,64.8090740740741
"321",200.226,207.537,7.55434691170558,84,61.8043171296296
"321",203.482,210.087,6.74521176660883,129,62.8316550925926
"321",200.302,230.814,30.8753801324495,218,64.7968634259259
"322",205.146,211.373,6.42173204207941,83,61.8051388888889
"322",199.773,215.907,16.2601428536996,217,64.8103356481481
"323",199.27,208.253,9.02491308118329,217,64.8109375
"324",206.832,213.348,6.58251824362597,128,62.8338194444444
"324",208.569,215.592,7.09319009421424,217,64.8116435185185
"325",204.655,211.363,6.79785063888121,130,62.8234953703704
"325",205.137,214.23,9.24268015255583,220,64.8225810185185
"326",155.775,162.161,6.52822126695074,86,61.8177430555556
"326",154.393,160.76,6.49013945623841,220,64.8231481481481
"327",198.336,204.827,6.56806951776355,130,62.8249305555556
"327",199.958,207.261,7.41326910357017,220,64.8239699074074
"328",204.855,211.561,6.79266890907348,130,62.8255092592593
"328",205.752,214.111,8.50902392319921,220,64.8245486111111
"329",206.716,214.906,8.29156441675292,129,62.7989236111111
"329",208.913,217.497,8.73787180964527,220,64.8253240740741
"330",205.346,215.509,10.2638022867159,220,64.8256828703704
"331",203.905,210.533,6.72389548491716,129,62.8304861111111
"331",204.066,214.998,11.0333798481326,218,64.8083796296296
"332",154.906,158.556,3.72359027354133,130,62.8547337962963
"332",155.638,160.228,4.62818375772676,218,64.8089583333333
"333",207.354,212.943,5.69032830007089,129,62.8554513888889
"333",208.158,215.421,7.34118283165043,217,64.8095601851852
"334",192.981,198.997,6.04661574251764,217,64.8102314814815
"335",195.018,201.236,6.30210537700023,128,62.8331712962963
"335",195.424,204.584,9.24795631059087,217,64.8110532407407
"337",202.333,208.887,6.64144010164236,130,62.8236111111111
"337",203.548,211.383,7.95620649051551,220,64.8226967592593
"338",199.164,206.782,7.77676346166771,86,61.8176273148148
"338",196.963,208.266,11.4670652001369,220,64.8230324074074
"339",151.193,156.876,5.75142013547517,220,64.8240856481482
"340",197.865,207.285,9.51332201729119,220,64.8244328703704
"341",195.751,203.173,7.50511142369567,130,62.8263194444444
"341",197.764,205.081,7.44489722563537,220,64.8254398148148
"343",206.843,213.229,6.53363401025803,84,61.8032291666667
"343",204.356,216.785,12.5087962322322,218,64.8084953703704
"344",208.176,214.328,6.21862225968786,129,62.8309490740741
"344",209.126,217.54,8.48764348360956,218,64.8088425925926
"345",215.364,221.567,6.26717398172585,128,62.8319097222222
"345",217.581,224.555,7.02774354323174,217,64.8097222222222
"346",198.989,205.643,6.70355543329921,217,64.8101157407407
"347",199.452,208.001,8.59456537570512,217,64.8111921296296
"348",205.532,211.386,5.88307594735411,217,64.8115277777778
"349",203.275,209.364,6.12614731560691,220,64.8228125
"350",209.706,215.661,6.02884594652664,130,62.8238425925926
"350",210.6,218.342,7.85979424214884,220,64.8229166666667
"351",205.399,212.79,7.47590628087033,130,62.825162037037
"351",207.105,214.998,8.05685066589896,220,64.8242013888889
"352",203.061,210.106,7.19703912896651,86,61.8188888888889
"352",201.544,210.158,8.752815692247,220,64.8243171296296
"353",199.644,209.208,9.8000880625176,85,61.799224537037
"353",204.903,211.994,7.23342676778398,130,62.8264351851852
"353",201.049,211.529,10.6232947806787,220,64.8376273148148
"354",153.891,158.303,4.46861666253406,130,62.8265509259259
"354",154.883,160.507,5.75144989088599,220,64.8255555555556
"355",155.728,158.249,2.58826678097915,37,60.8037962962963
"355",153.932,159.077,5.22025076798784,128,62.803275462963
"355",153.589,159.156,5.64295554731513,218,64.8086111111111
"356",157.08,161.094,4.04223277428079,200,64.8087268518519
"357",205.935,213.263,7.37933868664581,217,64.8098726851852
"358",207.43,216.326,8.96153347927105,217,64.81
"359",205.071,213.14,8.23908427591715,83,61.8060648148148
"359",203.415,214.598,11.2924010824345,217,64.8113078703704
"360",212.691,219.278,6.73850444469628,83,61.8061805555555
"360",210.852,219.245,8.46588481501399,217,64.8114236111111
"361",219.7,226.282,6.71219994681945,85,61.7999537037037
"361",218.354,225.99,7.71557174628197,221,64.8436574074074
"362",204.367,213.623,9.47741547153058,85,61.8006018518519
"362",209.551,216.207,6.82978244200763,131,62.8515740740741
"362",207.074,218.342,11.4071378956199,221,64.8444328703704
"363",202.409,209.407,7.10665462147475,131,62.8516898148148
"363",204.868,209.482,4.68022698284531,221,64.8445486111111
"364",198.725,210.724,12.0944869614355,221,64.8450694444444
"365",153.663,157.678,4.0559821907184,221,64.8451851851852
"366",205.288,213.373,8.23559241517776,85,61.8014699074074
"366",203.505,213.688,10.2757616424649,221,64.8453009259259
"367",203.044,209.893,6.89421582285638,220,64.845474537037
"368",202.214,208.752,6.59858169930669,220,64.8456134259259
"369",203.234,211.822,8.7051430457179,128,62.8017824074074
"369",204.523,214.048,9.62931278818613,220,64.8457291666667
"370",201.655,206.819,5.19775184730801,220,64.8458449074074
"371",197.841,207.962,10.1925459866692,220,64.8459606481482
"372",206.254,212.798,6.64202615794366,130,62.8534953703704
"372",207.825,214.169,6.42027351517027,220,64.8463541666667
"373",197.18,207.149,10.0366202038082,221,64.8439930555556
"374",151.568,155.53,3.99540524573345,221,64.8442824074074
"375",196.785,205.937,9.21089724215867,221,64.8446643518518
"376",203.39,210.138,6.93650964489001,85,61.801099537037
"376",199.744,212.277,12.6283015723207,221,64.8449305555555
