"idObs","idPot","decimalDay","HourOnDay","E","nobs","min_decimalDay","max_decimalDay","surface","E_mmol_per_m2_s","idGenotype","idPotManip","Sowing","Sowing_decimalDay","Measuring_decimalDay","Days_Sowing_to_measuring","meanVPD","E_mmol_per_m2_s_kPa","SWC","idWatering","Time","Exact_Time_min"
11,"101",102.604166666667,0.6041666667,0.00173887452969073,13,102.486064814815,102.736203703704,992.705641301906,1.7516517055451,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.927486486486486,1.88860078401867,1.68352189349112,"WW",-0.729166666666657,-1050
12,"101",102.625,0.625,0.00173179703242302,13,102.507326388889,102.757546296296,994.871503368809,1.74072433129188,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.928888888888889,1.87398552411805,1.68265917159763,"WW",-0.708333333333329,-1020
13,"101",102.645833333333,0.6458333333,0.00172335498527697,13,102.527326388889,102.777638888889,997.050070366168,1.72845380236929,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.928472222222222,1.86161067719654,1.68179644970414,"WW",-0.6875,-990
14,"101",102.666666666667,0.6666666667,0.00171075744707339,13,102.549456018519,102.79880787037,999.209360917319,1.71211110903008,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.924833333333333,1.85126448985051,1.6809349112426,"WW",-0.666666666666657,-960
15,"101",102.6875,0.6875,0.00169841349028129,13,102.569386574074,102.808831018519,1001.38037067156,1.69607228184658,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.926942857142857,1.82974847778042,1.68011834319527,"WW",-0.645833333333329,-930
16,"101",102.708333333333,0.7083333333,0.00168617655226688,13,102.590578703704,102.830196759259,1004.35971337184,1.67885721601283,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.927441176470588,1.81020344859151,1.67898461538462,"WW",-0.625,-900
17,"101",102.729166666667,0.7291666667,0.00167685875136249,11,102.631875,102.830196759259,1006.4763073248,1.66606877793234,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.926862068965517,1.79753690836853,1.67816538461538,"WW",-0.604166666666657,-870
18,"101",102.75,0.75,0.00166503587331462,9,102.67369212963,102.830196759259,1008.56313322412,1.65089900519358,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.924681818181818,1.78536981341291,1.67736153846154,"WW",-0.583333333333329,-840
19,"101",102.770833333333,0.7708333333,0.00167487415200193,8,102.694259259259,102.830196759259,1009.59263744334,1.65896034686161,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.9264,1.79076030533421,1.67697606837607,"WW",-0.5625,-810
20,"101",102.791666666667,0.7916666667,0.00166357308518855,7,102.71494212963,102.830196759259,1010.60648672131,1.64611360311534,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.930352941176471,1.76934314952964,1.67658461538462,"WW",-0.541666666666657,-780
21,"101",102.8125,0.8125,0.0016597330145058,6,102.736203703704,102.830196759259,1011.5832403144,1.64072806701498,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.934461538461538,1.75580053269631,1.67620659340659,"WW",-0.520833333333329,-750
22,"101",102.833333333333,0.8333333333,0.0016365894849899,5,102.757546296296,102.830196759259,1012.49296809766,1.6163959025462,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.9305,1.73712617146287,1.67584102564103,"WW",-0.5,-720
23,"101",102.854166666667,0.8541666667,0.000837002348908192,6,102.830196759259,102.902476851852,1018.4162585842,0.821866640338003,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.8892,0.924276473614488,1.6739641025641,"WW",-0.479166666666657,-690
24,"101",102.875,0.875,0.000818944522871164,7,102.830196759259,102.923310185185,1019.33911844643,0.803407333291899,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.891615384615385,0.901069392873323,1.67379340659341,"WW",-0.458333333333329,-660
25,"101",102.895833333333,0.8958333333,0.000816453667451814,8,102.830196759259,102.964930555556,1020.315791721,0.80019703122959,"sex1-3","C2M43-101",2018-03-02,61,102,41,0.891315789473684,0.897770510384542,1.67356153846154,"WW",-0.4375,-630
