"Exact_Time_min","Trt","E_corr_per_kPa_avg","SD","N","SE","CI","E_corr_per_kPa_offset_avg","Time","meanVPD"
-1080,"abcb14-1 - WW",1.80284540646814,0.106468582490055,8,0.0402413416728931,0.0890099624579447,1.80284540646814,-0.75,0.896357638888889
-1050,"abcb14-1 - WW",1.77946400178075,0.105856086638059,8,0.0400098400009729,0.0884979031112643,1.77946400178075,-0.729166666666667,0.896270833333334
-1020,"abcb14-1 - WW",1.74981422998739,0.0947739238392759,8,0.0358211761789286,0.0792329831545755,1.74981422998739,-0.708333333333333,0.896944444444445
-990,"abcb14-1 - WW",1.71762619831318,0.0924693969609977,8,0.0349501468918445,0.0773063504698769,1.71762619831318,-0.6875,0.896666666666667
-960,"abcb14-1 - WW",1.67847266877345,0.0940392503393269,8,0.0355434956966865,0.0786187807380512,1.67847266877345,-0.666666666666667,0.897135416666667
-930,"abcb14-1 - WW",1.64382570006015,0.086493656215679,8,0.0326915291902004,0.0723105061845553,1.64382570006015,-0.645833333333333,0.896888888888889
-900,"abcb14-1 - WW",1.61043504195442,0.0992519493135999,8,0.0375137107174533,0.0829767061387012,1.61043504195442,-0.625,0.896363005050505
-870,"abcb14-1 - WW",1.56455280970406,0.0943733350479097,8,0.0356697678475064,0.078898082544023,1.56455280970406,-0.604166666666667,0.897418055555556
-840,"abcb14-1 - WW",1.53156165802194,0.101935602211167,8,0.0385280361706219,0.0852202961074593,1.53156165802194,-0.583333333333333,0.898303571428572
-810,"abcb14-1 - WW",1.50719549128857,0.0827782099788634,8,0.0312872225113083,0.0692043153973872,1.50719549128857,-0.5625,0.897841865079365
-780,"abcb14-1 - WW",1.49831505929719,0.104707719900572,8,0.0395757981722175,0.087537844493022,1.49831505929719,-0.541666666666667,0.897838888888889
-750,"abcb14-1 - WW",1.48409217670807,0.0836891073708186,8,0.0316315093640241,0.0699658446745196,1.48409217670807,-0.520833333333333,0.896722916666666
-720,"abcb14-1 - WW",1.46663118915907,0.113708801934878,8,0.0429778873998267,0.0950629373910069,1.46663118915907,-0.5,0.896201388888889
-690,"abcb14-1 - WW",0.902741236357297,0.115676304457954,8,0.0437215334541056,0.096707810663658,0.902741236357297,-0.479166666666667,0.901694444444444
-660,"abcb14-1 - WW",0.869313077480545,0.115508905271485,8,0.0436582625088094,0.0965678614415056,0.869313077480545,-0.458333333333333,0.908197916666666
-630,"abcb14-1 - WW",0.844556911219238,0.0878792676680754,8,0.0332152410926009,0.0734689063480085,0.844556911219238,-0.4375,0.913720833333334
-600,"abcb14-1 - WW",0.819455595938326,0.0717654987279621,8,0.0271248089069586,0.0599974583877667,0.819455595938326,-0.416666666666667,0.91805505952381
-570,"abcb14-1 - WW",0.820276887051044,0.0638999319658093,8,0.0241519041107826,0.0534216800141317,0.820276887051044,-0.395833333333333,0.920247685185185
-540,"abcb14-1 - WW",0.828210358933382,0.0646764494759087,8,0.0244454001422698,0.0540708648985867,0.828210358933382,-0.375,0.921574179292929
-510,"abcb14-1 - WW",0.821004090396475,0.0692056613031113,8,0.0261572813036855,0.0578573807446207,0.821004090396475,-0.354166666666667,0.929003472222222
-480,"abcb14-1 - WW",0.826626991375964,0.0675368894614035,8,0.0255265448339618,0.0564622525715264,0.826626991375964,-0.333333333333333,0.929241554054054
-450,"abcb14-1 - WW",0.832386339342095,0.0675569370332725,8,0.0255341221038984,0.0564790127610368,0.832386339342095,-0.3125,0.929017361111111
-420,"abcb14-1 - WW",0.844906826037354,0.07020030464093,8,0.0265332211486963,0.0586889233845968,0.844906826037354,-0.291666666666667,0.928770833333333
-390,"abcb14-1 - WW",0.854069900676845,0.0792509626525328,8,0.0299540483344385,0.0662554628368123,0.854069900676845,-0.270833333333333,0.928506944444445
-360,"abcb14-1 - WW",0.866026798109291,0.080051208791113,8,0.0302565129444846,0.0669244853511187,0.866026798109291,-0.25,0.928135416666667
-330,"abcb14-1 - WW",0.876283886518382,0.0852205264083041,8,0.0322103313534836,0.0712461430296395,0.876283886518382,-0.229166666666667,0.927649305555556
-300,"abcb14-1 - WW",0.883620270892468,0.0875184822222258,8,0.033078877011691,0.0731672821670587,0.883620270892468,-0.208333333333333,0.927281881313131
-270,"abcb14-1 - WW",0.892611189530176,0.0892561199399387,8,0.0337356423359473,0.0746199836532796,0.892611189530176,-0.1875,0.927190972222222
-240,"abcb14-1 - WW",0.906730490502237,0.0842801336601733,8,0.0318548963040146,0.0704599550176533,0.906730490502237,-0.166666666666667,0.927395833333334
-210,"abcb14-1 - WW",0.916221081186648,0.0841697829180429,8,0.0318131876439192,0.070367699488515,0.916221081186648,-0.145833333333333,0.927027777777778
-180,"abcb14-1 - WW",0.927949357306807,0.0833284853524828,8,0.0314952070529083,0.0696643571223906,0.927949357306807,-0.125,0.92693970959596
-150,"abcb14-1 - WW",0.943343657087415,0.083381011678898,8,0.0315150601381909,0.06970827023021,0.943343657087415,-0.104166666666667,0.926730013999411
-120,"abcb14-1 - WW",0.953299894302946,0.0834043206715781,8,0.0315238701093256,0.0697277570357527,0.953299894302946,-0.0833333333333333,0.926599702380953
-90,"abcb14-1 - WW",0.972761791706157,0.0931368531624018,8,0.035202421623265,0.0778643578185223,0.972761791706157,-0.0625,0.926964781746032
-60,"abcb14-1 - WW",0.97173535203373,0.0987881917761879,8,0.0373384268442213,0.0825889951348612,0.97173535203373,-0.0416666666666667,0.927024305555556
-30,"abcb14-1 - WW",0.979942785608442,0.0902233758336286,8,0.0341012307000709,0.0754286298169739,0.979942785608442,-0.0208333333333333,0.927616666666667
0,"abcb14-1 - WW",0.985867260811947,0.102279934705047,8,0.0386581816202114,0.0855081652763403,0.985867260811947,0,0.927364583333333
30,"abcb14-1 - WW",1.5912640376561,0.119053086908774,8,0.0449978372535964,0.0995308714403352,1.5912640376561,0.0208333333333333,0.897194444444445
60,"abcb14-1 - WW",1.6036260694484,0.101946159119972,8,0.0385320263070949,0.0852291219040878,1.6036260694484,0.0416666666666667,0.899331944444445
90,"abcb14-1 - WW",1.67754027215672,0.0810810935502498,8,0.030645772794732,0.0677854905566246,1.67754027215672,0.0625,0.901181871345029
120,"abcb14-1 - WW",1.71846997581323,0.0686960801897818,8,0.0259646777467305,0.0574313602726099,1.71846997581323,0.0833333333333333,0.899071428571429
150,"abcb14-1 - WW",1.73392304846766,0.0662723392445244,8,0.0250485897776454,0.0554050621337642,1.73392304846766,0.104166666666667,0.898745833333333
180,"abcb14-1 - WW",1.75825714386503,0.0679232312818418,8,0.0256725683165252,0.0567852424163134,1.75825714386503,0.125,0.897595643939394
210,"abcb14-1 - WW",1.7924114846256,0.0700304453877006,8,0.0264690203855637,0.0585469174951646,1.7924114846256,0.145833333333333,0.895600694444444
240,"abcb14-1 - WW",1.80072917265317,0.0729073096875575,8,0.0275563728845782,0.0609520362385346,1.80072917265317,0.166666666666667,0.896783220720721
270,"abcb14-1 - WW",1.79685062078371,0.0754647881649457,8,0.0285230088895167,0.0630901417522488,1.79685062078371,0.1875,0.897153596778597
300,"abcb14-1 - WW",1.79675660397307,0.0754138330299456,8,0.0285037496587693,0.0630475421933243,1.79675660397307,0.208333333333333,0.894154987373737
330,"abcb14-1 - WW",1.7994847955153,0.0748946962764768,8,0.0283075344093247,0.0626135330062374,1.7994847955153,0.229166666666667,0.893954545454546
360,"abcb14-1 - WW",1.77628981671083,0.0768427742706138,8,0.0290438386817596,0.0642421669663024,1.77628981671083,0.25,0.89450762987013
390,"abcb14-1 - WW",1.75694979723468,0.0713888413463353,8,0.026982445798207,0.0596825649364405,1.75694979723468,0.270833333333333,0.895120265151515
420,"abcb14-1 - WW",1.73588672896129,0.0726440035209111,8,0.0274568525080616,0.0607319067744241,1.73588672896129,0.291666666666667,0.894336805555556
450,"abcb14-1 - WW",1.70087986547391,0.0759342901399222,8,0.0287004639560655,0.0634826552260757,1.70087986547391,0.3125,0.89384595959596
480,"abcb14-1 - WW",1.6706708944512,0.0783615272708306,8,0.0296178733591177,0.0655118762492715,1.6706708944512,0.333333333333333,0.89413952020202
510,"abcb14-1 - WW",1.64004801193709,0.0761653980978019,8,0.0287878145535737,0.0636758663140181,1.64004801193709,0.354166666666667,0.893434027777778
540,"abcb14-1 - WW",1.59967238848741,0.0889477110691401,8,0.0336190747396245,0.0743621473848757,1.59967238848741,0.375,0.893130366161616
570,"abcb14-1 - WW",1.57034713659126,0.0797600732954644,8,0.0301464740702975,0.0666810899857274,1.57034713659126,0.395833333333333,0.892329451566952
600,"abcb14-1 - WW",1.50972254293716,0.0964356856930618,8,0.0364492631222616,0.0806222508311067,1.50972254293716,0.416666666666667,0.892662053571428
630,"abcb14-1 - WW",1.4794762253419,0.085382800149242,8,0.0322716650624604,0.0713818072720947,1.4794762253419,0.4375,0.891461111111111
660,"abcb14-1 - WW",1.48425001893953,0.0783742749964327,8,0.029622691546507,0.0655225336145781,1.48425001893953,0.458333333333333,0.890811111111111
690,"abcb14-1 - WW",1.45377245992649,0.0678101793555803,8,0.0256298387047931,0.0566907286407283,1.45377245992649,0.479166666666667,0.891172916666667
720,"abcb14-1 - WW",1.41970571337824,0.0408698678879709,8,0.0154473580782337,0.034168064618586,1.41970571337824,0.5,0.890965277777778
