"idGenotype","idWatering","idPot","idPeriod","diel_trend","diel_trend_baseline","E_diel_obs","A_rapid_op_obs","A_rapid_op_transition_obs","A_rapid_op_stable_obs","A_rapid_clo_obs","E_EON_before_obs","E_EON_obs","E_day_mean_obs","E_day_max_obs","t_day_max_obs","sigma_day_obs","Delta_day_obs","Sigma_preclo_obs","E_night_mean_obs","E_night_min_obs","t_night_min_obs","sigma_night_obs","Delta_night_obs","Sigma_preop_obs","t1_fit","t2_fit","adjR2","RMSE","E_EON_before_mod","E_EON_mod","E_mean","A_SQW","A1","phi1","A2","phi2","acclim_slope","E_day_mean_mod","E_day_max_mod","t_day_max_mod","sigma_day_mod","Delta_day_mod","Sigma_preclo_mod","E_night_mean_mod","E_night_min_mod","t_night_min_mod","sigma_night_mod","Delta_night_mod","Sigma_preop_mod"
"abcb14-1","WW",217,"Control",-0.0425881414607962,1.2500556599757,1.28242838373968,0.665669015607907,NA,0.665669015607907,0.631270169683403,NA,1.00659548851359,1.66815888028969,1.81785353528499,0.229166666666667,-0.4680621190331,4.6670799824586,4.58109495071327,0.896697887189671,0.797942851630106,0.5625,0.396273223190656,-0.646148517169835,4.03873658047046,-0.75,2,0.979444158584893,0.0550991178198227,NA,1.03137153666502,1.28242838373968,0.296385835985473,0.176835875359354,0.0938257364121895,0.0529890658300072,-0.124105300485684,NA,1.67266304892948,1.79244621818135,0.204755892255892,-0.452730971028675,5.71613746099002,3.97053211171167,0.895654989311785,0.801054711620827,0.574074074074074,0.444551620733422,-1.22175110086752,3.87742230778513
"abcb14-1","WW",217,"High CO2 acclimating",-0.0425881414607962,1.2500556599757,1.26188221546826,0.443845016134057,0.443845016134057,0.405233763950588,0.432362976536226,1.00659548851359,1.04520674069705,1.51222287170138,1.62876884317313,0.229166666666667,-0.3061624297463,5.83777940459565,3.55915325395335,1.01154155923514,0.871374697191314,0.520833333333333,0.362779916881545,2.30043630056921,5.898759601138,2,3,0.992030696892587,0.0217948996384262,1.03137153666502,1.08071615672384,1.27905394852511,0.199319369042286,0.116064355545661,0.0903603250850234,0.0655695229398751,-0.0953573325482142,0.0343434661137021,1.51596822759178,1.62644973439127,0.204755892255892,-0.268933737775459,4.77491317435989,3.53081931727613,1.01158613609161,0.935412450208542,0.525673400673401,0.303155008311527,0.146233772807527,3.15488881811098
"abcb14-1","WW",217,"Low light acclimating",-0.0425881414607962,1.2500556599757,1.08070233128076,0.336834793310174,0.336834793310174,0.468312123763398,0.23101105437814,1.04520674069705,0.913729410243831,1.32482383683492,1.44100526550458,0.1875,-0.653586919036098,4.29282009417976,4.06847002163534,0.836580825726595,0.793796475035824,0.708333333333333,0.158349904666865,-1.69389733784257,1.31117555794577,3,4,0.997597134125006,0.0118332959151996,1.08071615672384,0.930952560511487,0.976101375332639,0.0972343590383917,0.170717975871585,0.0717452816709045,0.0247348966934974,-0.11337254448158,-0.209201911896234,1.32854506409204,1.43613301657654,0.180555555555556,-0.563863770427251,4.69173487625458,3.97653517741237,0.834429530341943,0.795646554056609,0.675715488215488,0.138089137888844,-2.65321177901579,1.28838093766505
"abcb14-1","WW",217,"Recovery acclimating",-0.0425881414607962,1.2500556599757,1.2439847289483,0.726071168885424,0.726071168885424,0.691929662129173,0.493616158700652,0.913729410243831,0.947870917000082,1.60264834868729,1.70280199641021,0.1875,-0.578537807893757,4.38288995660748,3.43832734943938,0.885321109209313,0.84309176536338,0.666666666666667,0.16466614856467,-0.997857058916773,1.62669532059582,4,6,0.990681353305006,0.0313638341848323,0.930952560511487,0.996838900443893,1.22032945182809,0.258431252672817,0.118609830635597,0.0941531709375272,0.0329421986600003,-0.105543009356502,-0.0727117734231491,1.59599474310674,1.68310219109734,0.185395622895623,-0.381016375020158,3.63604250010382,3.11502816606147,0.919398278016169,0.877365972291576,0.583754208754209,0.222432313935169,-1.01007183493951,1.70717161584618
"abcb14-1","WW",217,"Recovery acclimated",-0.0425881414607962,1.2500556599757,1.23303006141944,0.577785439366269,0.577785439366269,0.531308740962036,0.538248820996459,0.947870917000082,0.994347615404315,1.52907024458753,1.59903699745769,0.145833333333333,-0.293117634472595,3.18124748794656,2.43186758501343,0.936989878251353,0.84695533551844,0.520833333333333,0.307601279761827,0.705819000526973,3.75683919416458,4,6,0.990681353305006,0.0313638341848323,0.996838900443893,0.996081486137402,1.22032945182809,0.258431252672817,0.118609830635597,0.0941531709375272,0.0329421986600003,-0.105543009356502,0,1.54146091303938,1.62350986997339,0.195075757575758,-0.308304601597009,3.63604250010383,2.81479937219668,0.901220334660381,0.845908314046958,0.569234006734007,0.295144087358318,-1.01007183493951,2.26716774287792
"mex1-1","WW",219,"Control",-0.0442441697168287,1.24317274075817,1.26528093671868,0.227860404035348,NA,0.227860404035348,0.518012335330928,NA,0.950917975370534,1.60529055405874,1.83760382819721,0.25,0.739741182755117,10.7690047034879,3.7719922477099,0.925271319378621,0.862125708647153,0.729166666666667,-0.1342067174426,-2.49697506438156,0.96130098805778,-0.75,2,0.959433207383947,0.0710187705586181,NA,0.977927762780266,1.26528093671868,0.12353298366047,0.344689726155326,-0.0372619373375686,0.0877044490737185,-0.148663135440568,NA,1.61486428891595,1.82052973431304,0.28219696969697,0.248922740829505,12.1104220422705,3.25064141792815,0.921404852225361,0.873363942464461,0.864478114478115,-0.233088575531749,-4.6996564920836,0.370910543842014
"mex1-1","WW",219,"High CO2 acclimating",-0.0442441697168287,1.24317274075817,0.963032778444653,-0.0420029159436831,-0.0420029159436831,0.288290004507997,0.265808355908942,0.950917975370534,0.620625054918854,1.17501557688129,1.29322483399634,0.25,0.497667585547494,6.34468284361511,2.00966198665642,0.751049980008018,0.620625054918854,1,-0.544585808710739,-0.00210635630432385,0,2,3,0.979825064924058,0.030339910586753,0.977927762780266,0.73495889572462,1.00540956014287,0.133689151798037,0.169260280845694,-0.073459011684392,0.0699554104752187,-0.083144273947402,0.0847535633964385,1.17993155147107,1.28714319764263,0.257996632996633,0.333476941430511,6.23583276380719,1.72338237616557,0.749789497316833,0.66023853286909,0.898358585858586,-0.210515652920874,-1.48925439456541,0.21323709043159
"mex1-1","WW",219,"Low light acclimating",-0.0442441697168287,1.24317274075817,0.751977495182223,0.348959399350932,0.348959399350932,0.296168500684687,0.000205180927061788,0.620625054918854,0.673415953585099,0.855477278367368,0.979626849926086,0.0416666666666667,-0.239940182650438,-2.44604910855243,5.23267281929658,0.648477711997078,0.598898572850992,0.791666666666667,-0.377722397713302,-4.98675885293516,0.743285600323995,3,4,0.914359120425377,0.0321874249744539,0.73495889572462,0.662094419470075,0.596708501309043,-0.00195959501576079,0.0482270488019186,0.059281336254199,0.0492628791663924,0.166738514340392,-0.310537987746361,0.855052481854655,0.960118775624465,0.0208333333333333,-0.379359360050852,-0.592832173403001,4.35560282590739,0.646325375570456,0.591290976137984,0.738636363636364,-0.209001496091206,-2.75352005602471,1.03079605018226
"mex1-1","WW",219,"Recovery acclimating",-0.0442441697168287,1.24317274075817,1.20137979091629,0.47070695407679,0.47070695407679,0.545303626896832,0.590501266229792,0.673415953585099,0.598819280765056,1.57811807037951,1.78007003678709,0.3125,0.974938010752153,8.65798261811627,1.36916443421874,0.824641511453071,0.598819280765056,1,-0.880612502579021,0.641180964029383,0,4,6,0.976595077433258,0.0590227998170494,0.662094419470075,0.754929528345651,1.27317225423224,0.313431083329881,0.191767658005385,-0.112776961911052,0.0784668579121151,-0.126111208407476,0.14935041454408,1.5779585931918,1.72171121373197,0.301557239057239,0.623362347410152,7.13437940022947,1.1978847139648,0.824177851946823,0.723135854712855,0.937079124579125,-0.334636560602463,-0.457145874195414,0.0557022114767074
"mex1-1","WW",219,"Recovery acclimated",-0.0442441697168287,1.24317274075817,NA,0.886088483256144,0.886088483256144,NA,NA,0.598819280765056,NA,1.67859990546323,1.78204497303539,0.25,0.135555829945998,6.96449767035458,1.75873021706442,NA,NA,NA,NA,NA,NA,4,6,0.976595077433258,0.0590227998170494,0.754929528345651,0.756485261830485,1.27317225423224,0.313431083329881,0.191767658005385,-0.112776961911052,0.0784668579121151,-0.126111208407476,0,1.68997140409986,1.82804950961856,0.291877104377104,0.474011932866072,7.13437940022948,1.46009799449801,0.861515455582843,0.733192797319086,0.946759259259259,-0.483986975146543,-0.457145874195409,0.0347582745652648
