"","file","pot_number","year","month","date","time","date_time","Rosette_area_px","Areamm2","X","Experiment","idPot","file_3","Date1","file_5","Year","Month","Day","idPotManip","idGenotype","Treatment","decimalDay","outlier"
"232","C2M47-335-V-20190302-0045.JPG",335,2019,"Mar","2019-03-02","14:24:56",321.142321373,301108,1420.75176708,NA,"C2M47",335,"V",20190302,"0045.JPG","2019","03","02","C2M47-335","abcb14-2","WW",61.9423611111111,FALSE
"234","C2M47-337-V-20190228-0013.JPG",337,2019,"Mar","2019-02-28","14:24:56",321.142321822,285118,1345.30435036,NA,"C2M47",337,"V",20190228,"0013.JPG","2019","02","28","C2M47-337","bam3","WW",59.8770833333333,FALSE
"235","C2M47-337-V-20190302-0045.JPG",337,2019,"Mar","2019-03-02","14:24:56",321.14232218,380613,1795.88915713,NA,"C2M47",337,"V",20190302,"0045.JPG","2019","03","02","C2M47-337","bam3","WW",61.9388888888889,FALSE
"236","C2M47-338-V-20190228-0013.JPG",338,2019,"Mar","2019-02-28","14:24:56",321.142322413,229186,1081.39409943,NA,"C2M47",338,"V",20190228,"0013.JPG","2019","02","28","C2M47-338","pgi1-1","WW",59.8770833333333,FALSE
"237","C2M47-338-V-20190302-0045.JPG",338,2019,"Mar","2019-03-02","14:24:56",321.142322643,327709,1546.26625941,NA,"C2M47",338,"V",20190302,"0045.JPG","2019","03","02","C2M47-338","pgi1-1","WW",61.9388888888889,FALSE
"238","C2M47-339-V-20190228-0013.JPG",339,2019,"Mar","2019-02-28","14:24:56",321.142322984,109471,516.529340616,NA,"C2M47",339,"V",20190228,"0013.JPG","2019","02","28","C2M47-339","Col-0","WS",59.8770833333333,FALSE
"239","C2M47-339-V-20190302-0045.JPG",339,2019,"Mar","2019-03-02","14:24:56",321.142323338,166820,787.125582132,NA,"C2M47",339,"V",20190302,"0045.JPG","2019","03","02","C2M47-339","Col-0","WS",61.9395833333333,FALSE
"240","C2M47-340-V-20190228-0013.JPG",340,2019,"Mar","2019-02-28","14:24:56",321.142323619,162831,768.303834457,NA,"C2M47",340,"V",20190228,"0013.JPG","2019","02","28","C2M47-340","abcb14-2","WW",59.8777777777778,FALSE
"241","C2M47-340-V-20190302-0045.JPG",340,2019,"Mar","2019-03-02","14:24:56",321.142323917,229982,1085.14995582,NA,"C2M47",340,"V",20190302,"0045.JPG","2019","03","02","C2M47-340","abcb14-2","WW",61.9395833333333,FALSE
"242","C2M47-341-V-20190228-0013.JPG",341,2019,"Mar","2019-02-28","14:24:56",321.142324138,273500,1290.48583331,NA,"C2M47",341,"V",20190228,"0013.JPG","2019","02","28","C2M47-341","pgm-1","WW",59.8777777777778,FALSE
"243","C2M47-341-V-20190302-0045.JPG",341,2019,"Mar","2019-03-02","14:24:56",321.142324378,345045,1628.06465943,NA,"C2M47",341,"V",20190302,"0045.JPG","2019","03","02","C2M47-341","pgm-1","WW",61.9395833333333,FALSE
"245","C2M47-343-V-20190228-0013.JPG",343,2019,"Mar","2019-02-28","14:24:56",321.142324962,325323,1535.00812706,NA,"C2M47",343,"V",20190228,"0013.JPG","2019","02","28","C2M47-343","pgm-1","WW",59.8805555555556,FALSE
"246","C2M47-343-V-20190302-0045.JPG",343,2019,"Mar","2019-03-02","14:24:56",321.142325295,396358,1870.18056278,NA,"C2M47",343,"V",20190302,"0045.JPG","2019","03","02","C2M47-343","pgm-1","WW",61.9416666666667,FALSE
"247","C2M47-344-V-20190228-0013.JPG",344,2019,"Mar","2019-02-28","14:24:56",321.142325541,150500,710.121089263,NA,"C2M47",344,"V",20190228,"0013.JPG","2019","02","28","C2M47-344","isa1-1 ProStarv::LUC","WW",59.8805555555556,FALSE
"248","C2M47-344-V-20190302-0045.JPG",344,2019,"Mar","2019-03-02","14:24:56",321.142325815,242037,1142.03041915,NA,"C2M47",344,"V",20190302,"0045.JPG","2019","03","02","C2M47-344","isa1-1 ProStarv::LUC","WW",61.9416666666667,FALSE
"249","C2M47-345-V-20190228-0013.JPG",345,2019,"Mar","2019-02-28","14:24:56",321.142326118,219020,1033.42671741,NA,"C2M47",345,"V",20190228,"0013.JPG","2019","02","28","C2M47-345","ss4-3 ProStarv::LUC","WW",59.88125,FALSE
"250","C2M47-345-V-20190302-0045.JPG",345,2019,"Mar","2019-03-02","14:24:56",321.142326366,289946,1368.08484616,NA,"C2M47",345,"V",20190302,"0045.JPG","2019","03","02","C2M47-345","ss4-3 ProStarv::LUC","WW",61.9423611111111,FALSE
"251","C2M47-346-V-20190228-0013.JPG",346,2019,"Mar","2019-02-28","14:24:57",321.142326698,81025,382.309377127,NA,"C2M47",346,"V",20190228,"0013.JPG","2019","02","28","C2M47-346","bam1","WW",59.88125,FALSE
"252","C2M47-346-V-20190302-0045.JPG",346,2019,"Mar","2019-03-02","14:24:57",321.142327322,135320,638.495586705,NA,"C2M47",346,"V",20190302,"0045.JPG","2019","03","02","C2M47-346","bam1","WW",61.9423611111111,FALSE
"253","C2M47-347-V-20190228-0013.JPG",347,2019,"Mar","2019-02-28","14:24:57",321.142327613,139862,659.926616522,NA,"C2M47",347,"V",20190228,"0013.JPG","2019","02","28","C2M47-347","Col-0 ProStarv::LUC","WW",59.88125,FALSE
"254","C2M47-347-V-20190302-0045.JPG",347,2019,"Mar","2019-03-02","14:24:57",321.142327854,214257,1010.95291842,NA,"C2M47",347,"V",20190302,"0045.JPG","2019","03","02","C2M47-347","Col-0 ProStarv::LUC","WW",61.9423611111111,FALSE
"255","C2M47-348-V-20190228-0013.JPG",348,2019,"Mar","2019-02-28","14:24:57",321.142328086,73707,347.780034062,NA,"C2M47",348,"V",20190228,"0013.JPG","2019","02","28","C2M47-348","abcb14-2","WW",59.8819444444444,FALSE
"256","C2M47-348-V-20190302-0045.JPG",348,2019,"Mar","2019-03-02","14:24:57",321.142328317,120656,569.304785024,NA,"C2M47",348,"V",20190302,"0045.JPG","2019","03","02","C2M47-348","abcb14-2","WW",61.9430555555556,FALSE
"257","C2M47-349-V-20190228-0013.JPG",349,2019,"Mar","2019-02-28","14:24:57",321.142328685,150532,710.272078465,NA,"C2M47",349,"V",20190228,"0013.JPG","2019","02","28","C2M47-349","mex1-1","WW",59.8770833333333,FALSE
"258","C2M47-349-V-20190302-0045.JPG",349,2019,"Mar","2019-03-02","14:24:57",321.142329012,187083,882.734775699,NA,"C2M47",349,"V",20190302,"0045.JPG","2019","03","02","C2M47-349","mex1-1","WW",61.9388888888889,FALSE
"259","C2M47-350-V-20190228-0013.JPG",350,2019,"Mar","2019-02-28","14:24:57",321.142329356,170777,805.796340605,NA,"C2M47",350,"V",20190228,"0013.JPG","2019","02","28","C2M47-350","Col-0","WW",59.8770833333333,FALSE
"260","C2M47-350-V-20190302-0045.JPG",350,2019,"Mar","2019-03-02","14:24:57",321.142329589,265788,1254.0974357,NA,"C2M47",350,"V",20190302,"0045.JPG","2019","03","02","C2M47-350","Col-0","WW",61.9388888888889,FALSE
"261","C2M47-351-V-20190228-0013.JPG",351,2019,"Mar","2019-02-28","14:24:57",321.142329925,299052,1411.05071087,NA,"C2M47",351,"V",20190228,"0013.JPG","2019","02","28","C2M47-351","bam3","WW",59.8770833333333,FALSE
"262","C2M47-351-V-20190302-0045.JPG",351,2019,"Mar","2019-03-02","14:24:57",321.142330282,406464,1917.86484004,NA,"C2M47",351,"V",20190302,"0045.JPG","2019","03","02","C2M47-351","bam3","WW",61.9395833333333,FALSE
"263","C2M47-352-V-20190228-0013.JPG",352,2019,"Mar","2019-02-28","14:24:57",321.142330516,388393,1832.59840679,NA,"C2M47",352,"V",20190228,"0013.JPG","2019","02","28","C2M47-352","dpe1-2","WW",59.8777777777778,FALSE
"264","C2M47-352-V-20190302-0045.JPG",352,2019,"Mar","2019-03-02","14:24:57",321.142330863,424204,2001.56947874,NA,"C2M47",352,"V",20190302,"0045.JPG","2019","03","02","C2M47-352","dpe1-2","WW",61.9395833333333,FALSE
"265","C2M47-353-V-20190228-0013.JPG",353,2019,"Mar","2019-02-28","14:24:57",321.142331084,439553,2073.99239302,NA,"C2M47",353,"V",20190228,"0013.JPG","2019","02","28","C2M47-353","dpe2-5","WW",59.8777777777778,FALSE
"266","C2M47-353-V-20190302-0045.JPG",353,2019,"Mar","2019-03-02","14:24:57",321.14233144,603567,2847.87810952,NA,"C2M47",353,"V",20190302,"0045.JPG","2019","03","02","C2M47-353","dpe2-5","WW",61.9402777777778,FALSE
"267","C2M47-354-V-20190228-0013.JPG",354,2019,"Mar","2019-02-28","14:24:57",321.142331833,149882,707.205110305,NA,"C2M47",354,"V",20190228,"0013.JPG","2019","02","28","C2M47-354","Col-0","WS",59.8777777777778,FALSE
"268","C2M47-354-V-20190302-0045.JPG",354,2019,"Mar","2019-03-02","14:24:57",321.142332164,215132,1015.0815294,NA,"C2M47",354,"V",20190302,"0045.JPG","2019","03","02","C2M47-354","Col-0","WS",61.9402777777778,FALSE
"269","C2M47-355-V-20190228-0013.JPG",355,2019,"Mar","2019-02-28","14:24:57",321.142332367,251924,1188.68136406,NA,"C2M47",355,"V",20190228,"0013.JPG","2019","02","28","C2M47-355","pgm-1","WS",59.8805555555556,FALSE
"270","C2M47-355-V-20190302-0045.JPG",355,2019,"Mar","2019-03-02","14:24:57",321.142332596,316298,1492.42445377,NA,"C2M47",355,"V",20190302,"0045.JPG","2019","03","02","C2M47-355","pgm-1","WS",61.9416666666667,FALSE
"271","C2M47-356-V-20190228-0013.JPG",356,2019,"Mar","2019-02-28","14:24:57",321.142333563,70960,334.818554778,NA,"C2M47",356,"V",20190228,"0013.JPG","2019","02","28","C2M47-356","Col-0","WS",59.8805555555556,FALSE
"272","C2M47-356-V-20190302-0045.JPG",356,2019,"Mar","2019-03-02","14:24:57",321.142333754,111529,526.239833651,NA,"C2M47",356,"V",20190302,"0045.JPG","2019","03","02","C2M47-356","Col-0","WS",61.9416666666667,FALSE
"273","C2M47-357-V-20190228-0013.JPG",357,2019,"Mar","2019-02-28","14:24:57",321.142334037,99278,468.434561461,NA,"C2M47",357,"V",20190228,"0013.JPG","2019","02","28","C2M47-357","isa1-1 ProStarv::LUC","WW",59.88125,FALSE
"274","C2M47-357-V-20190302-0045.JPG",357,2019,"Mar","2019-03-02","14:24:57",321.142334336,159959,754.752553604,NA,"C2M47",357,"V",20190302,"0045.JPG","2019","03","02","C2M47-357","isa1-1 ProStarv::LUC","WW",61.9423611111111,FALSE
"275","C2M47-358-V-20190228-0013.JPG",358,2019,"Mar","2019-02-28","14:24:57",321.142334555,115043,542.820335363,NA,"C2M47",358,"V",20190228,"0013.JPG","2019","02","28","C2M47-358","isa1-1 ProStarv::LUC","WW",59.88125,FALSE
"276","C2M47-358-V-20190302-0045.JPG",358,2019,"Mar","2019-03-02","14:24:57",321.14233496,194098,915.83443976,NA,"C2M47",358,"V",20190302,"0045.JPG","2019","03","02","C2M47-358","isa1-1 ProStarv::LUC","WW",61.9423611111111,FALSE
"277","C2M47-359-V-20190228-0013.JPG",359,2019,"Mar","2019-02-28","14:24:57",321.142335145,278769,1315.34714906,NA,"C2M47",359,"V",20190228,"0013.JPG","2019","02","28","C2M47-359","ss4-3 ProStarv::LUC","WW",59.88125,FALSE
"278","C2M47-359-V-20190302-0045.JPG",359,2019,"Mar","2019-03-02","14:24:57",321.142335377,383686,1810.3888389,NA,"C2M47",359,"V",20190302,"0045.JPG","2019","03","02","C2M47-359","ss4-3 ProStarv::LUC","WW",61.9423611111111,FALSE
"279","C2M47-360-V-20190228-0013.JPG",360,2019,"Mar","2019-02-28","14:24:57",321.142335713,313067,1477.17926281,NA,"C2M47",360,"V",20190228,"0013.JPG","2019","02","28","C2M47-360","dpe1-2","WW",59.88125,FALSE
"280","C2M47-360-V-20190302-0045.JPG",360,2019,"Mar","2019-03-02","14:24:57",321.142336003,370792,1749.54962744,NA,"C2M47",360,"V",20190302,"0045.JPG","2019","03","02","C2M47-360","dpe1-2","WW",61.9423611111111,FALSE
"281","C2M47-361-V-20190228-0013.JPG",361,2019,"Mar","2019-02-28","14:24:57",321.142336304,202100,953.591177011,NA,"C2M47",361,"V",20190228,"0013.JPG","2019","02","28","C2M47-361","sex1-3","WW",59.8784722222222,FALSE
"282","C2M47-361-V-20190302-0045.JPG",361,2019,"Mar","2019-03-02","14:24:57",321.142336532,334088,1576.36501309,NA,"C2M47",361,"V",20190302,"0045.JPG","2019","03","02","C2M47-361","sex1-3","WW",61.9402777777778,FALSE
"283","C2M47-362-V-20190228-0013.JPG",362,2019,"Mar","2019-02-28","14:24:57",321.142336766,399949,1887.12438226,NA,"C2M47",362,"V",20190228,"0013.JPG","2019","02","28","C2M47-362","ss4-3 ProStarv::LUC","WW",59.8784722222222,FALSE
"284","C2M47-362-V-20190302-0045.JPG",362,2019,"Mar","2019-03-02","14:24:57",321.142337034,512684,2419.05462145,NA,"C2M47",362,"V",20190302,"0045.JPG","2019","03","02","C2M47-362","ss4-3 ProStarv::LUC","WW",61.9402777777778,FALSE
"285","C2M47-363-V-20190228-0013.JPG",363,2019,"Mar","2019-02-28","14:24:57",321.142337227,271470,1280.90745583,NA,"C2M47",363,"V",20190228,"0013.JPG","2019","02","28","C2M47-363","bam3","WW",59.8784722222222,FALSE
"286","C2M47-363-V-20190302-0045.JPG",363,2019,"Mar","2019-03-02","14:24:57",321.142337577,348411,1643.94683609,NA,"C2M47",363,"V",20190302,"0045.JPG","2019","03","02","C2M47-363","bam3","WW",61.9402777777778,FALSE
"287","C2M47-364-V-20190228-0013.JPG",364,2019,"Mar","2019-02-28","14:24:57",321.142337804,173802,820.069538579,NA,"C2M47",364,"V",20190228,"0013.JPG","2019","02","28","C2M47-364","Col-0 ProStarv::LUC","WW",59.8791666666667,FALSE
"288","C2M47-364-V-20190302-0045.JPG",364,2019,"Mar","2019-03-02","14:24:58",321.142338085,288169,1359.70022706,NA,"C2M47",364,"V",20190302,"0045.JPG","2019","03","02","C2M47-364","Col-0 ProStarv::LUC","WW",61.9409722222222,FALSE
"289","C2M47-365-V-20190228-0013.JPG",365,2019,"Mar","2019-02-28","14:24:58",321.142338388,81347,383.828705969,NA,"C2M47",365,"V",20190228,"0013.JPG","2019","02","28","C2M47-365","Col-0","WS",59.8791666666667,FALSE
"290","C2M47-365-V-20190302-0045.JPG",365,2019,"Mar","2019-03-02","14:24:58",321.142338616,148565,700.990960973,NA,"C2M47",365,"V",20190302,"0045.JPG","2019","03","02","C2M47-365","Col-0","WS",61.9409722222222,FALSE
"291","C2M47-366-V-20190228-0013.JPG",366,2019,"Mar","2019-02-28","14:24:58",321.142338965,267804,1263.60975541,NA,"C2M47",366,"V",20190228,"0013.JPG","2019","02","28","C2M47-366","pgi1-1","WW",59.8791666666667,FALSE
"292","C2M47-366-V-20190302-0045.JPG",366,2019,"Mar","2019-03-02","14:24:58",321.142339186,362285,1709.41009185,NA,"C2M47",366,"V",20190302,"0045.JPG","2019","03","02","C2M47-366","pgi1-1","WW",61.9409722222222,FALSE
"293","C2M47-367-V-20190228-0013.JPG",367,2019,"Mar","2019-02-28","14:24:58",321.142339427,102866,485.364225702,NA,"C2M47",367,"V",20190228,"0013.JPG","2019","02","28","C2M47-367","isa1-1 ProStarv::LUC","WW",59.8791666666667,FALSE
"294","C2M47-367-V-20190302-0045.JPG",367,2019,"Mar","2019-03-02","14:24:58",321.142339777,167776,791.636384533,NA,"C2M47",367,"V",20190302,"0045.JPG","2019","03","02","C2M47-367","isa1-1 ProStarv::LUC","WW",61.9409722222222,FALSE
"295","C2M47-368-V-20190228-0013.JPG",368,2019,"Mar","2019-02-28","14:24:58",321.142340054,98862,466.471701839,NA,"C2M47",368,"V",20190228,"0013.JPG","2019","02","28","C2M47-368","Col-0","WW",59.8798611111111,FALSE
"296","C2M47-368-V-20190302-0045.JPG",368,2019,"Mar","2019-03-02","14:24:58",321.142340345,166757,786.828322141,NA,"C2M47",368,"V",20190302,"0045.JPG","2019","03","02","C2M47-368","Col-0","WW",61.9409722222222,FALSE
"297","C2M47-369-V-20190228-0013.JPG",369,2019,"Mar","2019-02-28","14:24:58",321.142340629,313505,1479.2459275,NA,"C2M47",369,"V",20190228,"0013.JPG","2019","02","28","C2M47-369","ss4-3 ProStarv::LUC","WW",59.8798611111111,FALSE
"298","C2M47-369-V-20190302-0045.JPG",369,2019,"Mar","2019-03-02","14:24:58",321.142340933,426049,2010.2749499,NA,"C2M47",369,"V",20190302,"0045.JPG","2019","03","02","C2M47-369","ss4-3 ProStarv::LUC","WW",61.9409722222222,FALSE
"299","C2M47-370-V-20190228-0013.JPG",370,2019,"Mar","2019-02-28","14:24:58",321.142341277,190452,898.63110759,NA,"C2M47",370,"V",20190228,"0013.JPG","2019","02","28","C2M47-370","bam3","WW",59.8798611111111,FALSE
"300","C2M47-370-V-20190302-0045.JPG",370,2019,"Mar","2019-03-02","14:24:58",321.142341556,253938,1198.18424695,NA,"C2M47",370,"V",20190302,"0045.JPG","2019","03","02","C2M47-370","bam3","WW",61.9409722222222,FALSE
"301","C2M47-371-V-20190228-0013.JPG",371,2019,"Mar","2019-02-28","14:24:58",321.142341905,182820,862.620182984,NA,"C2M47",371,"V",20190228,"0013.JPG","2019","02","28","C2M47-371","bam1bam3","WW",59.8798611111111,FALSE
"302","C2M47-371-V-20190302-0045.JPG",371,2019,"Mar","2019-03-02","14:24:58",321.142342207,266099,1255.56486201,NA,"C2M47",371,"V",20190302,"0045.JPG","2019","03","02","C2M47-371","bam1bam3","WW",61.9409722222222,FALSE
"303","C2M47-372-V-20190228-0013.JPG",372,2019,"Mar","2019-02-28","14:24:58",321.142342439,192340,907.539470491,NA,"C2M47",372,"V",20190228,"0013.JPG","2019","02","28","C2M47-372","amy3-2","WW",59.8805555555556,FALSE
"304","C2M47-372-V-20190302-0045.JPG",372,2019,"Mar","2019-03-02","14:24:58",321.142342823,284274,1341.32201016,NA,"C2M47",372,"V",20190302,"0045.JPG","2019","03","02","C2M47-372","amy3-2","WW",61.9409722222222,FALSE
"305","C2M47-373-V-20190228-0013.JPG",373,2019,"Mar","2019-02-28","14:24:58",321.142343133,127515,601.668376727,NA,"C2M47",373,"V",20190228,"0013.JPG","2019","02","28","C2M47-373","Col-0","WW",59.8784722222222,FALSE
"306","C2M47-373-V-20190302-0045.JPG",373,2019,"Mar","2019-03-02","14:24:58",321.142343477,232655,1097.76227258,NA,"C2M47",373,"V",20190302,"0045.JPG","2019","03","02","C2M47-373","Col-0","WW",61.9402777777778,FALSE
"307","C2M47-374-V-20190228-0013.JPG",374,2019,"Mar","2019-02-28","14:24:58",321.14234375,62780,296.221940093,NA,"C2M47",374,"V",20190228,"0013.JPG","2019","02","28","C2M47-374","Col-0","WS",59.8784722222222,FALSE
"308","C2M47-374-V-20190302-0045.JPG",374,2019,"Mar","2019-03-02","14:24:58",321.142344055,118314,558.254262825,NA,"C2M47",374,"V",20190302,"0045.JPG","2019","03","02","C2M47-374","Col-0","WS",61.9402777777778,FALSE
"309","C2M47-375-V-20190228-0013.JPG",375,2019,"Mar","2019-02-28","14:24:58",321.142344291,155948,735.827000853,NA,"C2M47",375,"V",20190228,"0013.JPG","2019","02","28","C2M47-375","Col-0 ProStarv::LUC","WW",59.8784722222222,FALSE
"310","C2M47-375-V-20190302-0045.JPG",375,2019,"Mar","2019-03-02","14:24:58",321.142344638,262149,1236.92713242,NA,"C2M47",375,"V",20190302,"0045.JPG","2019","03","02","C2M47-375","Col-0 ProStarv::LUC","WW",61.9402777777778,FALSE
"311","C2M47-376-V-20190228-0013.JPG",376,2019,"Mar","2019-02-28","14:24:58",321.142344909,316374,1492.78305312,NA,"C2M47",376,"V",20190228,"0013.JPG","2019","02","28","C2M47-376","ss4-3 ProStarv::LUC","WW",59.8791666666667,FALSE
"312","C2M47-376-V-20190302-0045.JPG",376,2019,"Mar","2019-03-02","14:24:58",321.142345215,446344,2106.03513267,NA,"C2M47",376,"V",20190302,"0045.JPG","2019","03","02","C2M47-376","ss4-3 ProStarv::LUC","WW",61.9409722222222,FALSE
"313","C2M47-217-V-20190303-0042.JPG",217,2019,"Mar","2019-03-03","14:34:07",321.148696719,134924,1346.54556233,NA,"C2M47",217,"V",20190303,"0042.JPG","2019","03","03","C2M47-217","abcb14-1","WW",62.8743055555556,FALSE
"314","C2M47-217-V-20190304-0044.JPG",217,2019,"Mar","2019-03-04","14:34:07",321.148696948,166772,1664.3895565,NA,"C2M47",217,"V",20190304,"0044.JPG","2019","03","04","C2M47-217","abcb14-1","WW",63.9111111111111,FALSE
"315","C2M47-219-V-20190303-0041.JPG",219,2019,"Mar","2019-03-03","14:34:07",321.148697644,100558,1003.57185272,NA,"C2M47",219,"V",20190303,"0041.JPG","2019","03","03","C2M47-219","mex1-1","WW",62.8659722222222,FALSE
"316","C2M47-219-V-20190304-0044.JPG",219,2019,"Mar","2019-03-04","14:34:07",321.148697922,111508,1112.85318079,NA,"C2M47",219,"V",20190304,"0044.JPG","2019","03","04","C2M47-219","mex1-1","WW",63.9118055555556,FALSE
"317","C2M47-220-V-20190303-0041.JPG",220,2019,"Mar","2019-03-03","14:34:07",321.148698444,231152,2306.90388533,NA,"C2M47",220,"V",20190303,"0041.JPG","2019","03","03","C2M47-220","bam1bam3","WW",62.8666666666667,FALSE
"318","C2M47-220-V-20190304-0044.JPG",220,2019,"Mar","2019-03-04","14:34:07",321.148698685,252430,2519.25896282,NA,"C2M47",220,"V",20190304,"0044.JPG","2019","03","04","C2M47-220","bam1bam3","WW",63.9125,FALSE
"319","C2M47-221-V-20190303-0041.JPG",221,2019,"Mar","2019-03-03","14:34:07",321.148699379,207751,2073.36120423,NA,"C2M47",221,"V",20190303,"0041.JPG","2019","03","03","C2M47-221","ss4-3 ProStarv::LUC","WW",62.8666666666667,FALSE
"320","C2M47-221-V-20190304-0044.JPG",221,2019,"Mar","2019-03-04","14:34:07",321.148699602,241714,2412.31296176,NA,"C2M47",221,"V",20190304,"0044.JPG","2019","03","04","C2M47-221","ss4-3 ProStarv::LUC","WW",63.9125,FALSE
"321","C2M47-222-V-20190303-0041.JPG",222,2019,"Mar","2019-03-03","14:34:07",321.148700075,150243,1499.42964129,NA,"C2M47",222,"V",20190303,"0041.JPG","2019","03","03","C2M47-222","Col-0 ProStarv::LUC","WW",62.8666666666667,FALSE
"322","C2M47-222-V-20190304-0044.JPG",222,2019,"Mar","2019-03-04","14:34:07",321.148700307,176182,1758.30163842,NA,"C2M47",222,"V",20190304,"0044.JPG","2019","03","04","C2M47-222","Col-0 ProStarv::LUC","WW",63.9131944444444,FALSE
"323","C2M47-223-V-20190303-0041.JPG",223,2019,"Mar","2019-03-03","14:34:07",321.14870076,66405,662.723889497,NA,"C2M47",223,"V",20190303,"0041.JPG","2019","03","03","C2M47-223","mex1-1","WW",62.8708333333333,FALSE
"324","C2M47-224-V-20190303-0041.JPG",224,2019,"Mar","2019-03-03","14:34:07",321.148701232,48960,488.622266844,NA,"C2M47",224,"V",20190303,"0041.JPG","2019","03","03","C2M47-224","Col-0","WS",62.8715277777778,FALSE
"325","C2M47-225-V-20190303-0041.JPG",225,2019,"Mar","2019-03-03","14:34:07",321.148701743,104898,1046.88518275,NA,"C2M47",225,"V",20190303,"0041.JPG","2019","03","03","C2M47-225","Col-0 ProStarv::LUC","WW",62.8715277777778,FALSE
"326","C2M47-226-V-20190303-0041.JPG",226,2019,"Mar","2019-03-03","14:34:07",321.148702205,132546,1322.81305108,NA,"C2M47",226,"V",20190303,"0041.JPG","2019","03","03","C2M47-226","sex1-3","WW",62.8715277777778,FALSE
"327","C2M47-227-V-20190303-0041.JPG",227,2019,"Mar","2019-03-03","14:34:07",321.148702737,98946,987.484044427,NA,"C2M47",227,"V",20190303,"0041.JPG","2019","03","03","C2M47-227","sex1-3","WW",62.8722222222222,FALSE
"328","C2M47-228-V-20190303-0041.JPG",228,2019,"Mar","2019-03-03","14:34:07",321.148703199,115473,1152.42399958,NA,"C2M47",228,"V",20190303,"0041.JPG","2019","03","03","C2M47-228","bam1bam3","WW",62.8722222222222,FALSE
"329","C2M47-229-V-20190303-0041.JPG",229,2019,"Mar","2019-03-03","14:34:07",321.148703661,113205,1129.78929163,NA,"C2M47",229,"V",20190303,"0041.JPG","2019","03","03","C2M47-229","amy3-2 bam1","WW",62.8652777777778,FALSE
"330","C2M47-229-V-20190303-0042.JPG",229,2019,"Mar","2019-03-03","14:34:08",321.148703894,114249,1140.20844291,NA,"C2M47",229,"V",20190303,"0042.JPG","2019","03","03","C2M47-229","amy3-2 bam1","WW",62.875,FALSE
"331","C2M47-229-V-20190304-0044.JPG",229,2019,"Mar","2019-03-04","14:34:08",321.148704121,145304,1450.13827332,NA,"C2M47",229,"V",20190304,"0044.JPG","2019","03","04","C2M47-229","amy3-2 bam1","WW",63.9118055555556,FALSE
"332","C2M47-230-V-20190303-0041.JPG",230,2019,"Mar","2019-03-03","14:34:08",321.148704634,135615,1353.44176303,NA,"C2M47",230,"V",20190303,"0041.JPG","2019","03","03","C2M47-230","amy3-2 bam1","WW",62.8659722222222,FALSE
"333","C2M47-230-V-20190304-0044.JPG",230,2019,"Mar","2019-03-04","14:34:08",321.148704867,171210,1708.68092946,NA,"C2M47",230,"V",20190304,"0044.JPG","2019","03","04","C2M47-230","amy3-2 bam1","WW",63.9118055555556,FALSE
"334","C2M47-231-V-20190303-0041.JPG",231,2019,"Mar","2019-03-03","14:34:08",321.148705282,193789,1934.02002593,NA,"C2M47",231,"V",20190303,"0041.JPG","2019","03","03","C2M47-231","pgi1-1","WW",62.8659722222222,FALSE
"335","C2M47-231-V-20190304-0044.JPG",231,2019,"Mar","2019-03-04","14:34:08",321.148705561,226984,2265.30712045,NA,"C2M47",231,"V",20190304,"0044.JPG","2019","03","04","C2M47-231","pgi1-1","WW",63.9125,FALSE
"336","C2M47-232-V-20190303-0041.JPG",232,2019,"Mar","2019-03-03","14:34:08",321.148706091,147880,1475.84683049,NA,"C2M47",232,"V",20190303,"0041.JPG","2019","03","03","C2M47-232","amy3-2 bam1","WW",62.8666666666667,FALSE
"337","C2M47-232-V-20190304-0044.JPG",232,2019,"Mar","2019-03-04","14:34:08",321.148706322,181865,1815.01814868,NA,"C2M47",232,"V",20190304,"0044.JPG","2019","03","04","C2M47-232","amy3-2 bam1","WW",63.9125,FALSE
"338","C2M47-233-V-20190303-0041.JPG",233,2019,"Mar","2019-03-03","14:34:08",321.148707134,194764,1943.75055514,NA,"C2M47",233,"V",20190303,"0041.JPG","2019","03","03","C2M47-233","pgm-1","WW",62.8666666666667,FALSE
"339","C2M47-233-V-20190304-0044.JPG",233,2019,"Mar","2019-03-04","14:34:08",321.148707479,221791,2213.48082487,NA,"C2M47",233,"V",20190304,"0044.JPG","2019","03","04","C2M47-233","pgm-1","WW",63.9125,FALSE
"340","C2M47-234-V-20190303-0041.JPG",234,2019,"Mar","2019-03-03","14:34:08",321.14870811,341589,3409.06845402,NA,"C2M47",234,"V",20190303,"0041.JPG","2019","03","03","C2M47-234","dpe1-2","WW",62.8722222222222,FALSE
"341","C2M47-235-V-20190303-0041.JPG",235,2019,"Mar","2019-03-03","14:34:08",321.148708801,119662,1194.23034508,NA,"C2M47",235,"V",20190303,"0041.JPG","2019","03","03","C2M47-235","isa1-1 ProStarv::LUC","WW",62.8708333333333,FALSE
"342","C2M47-237-V-20190303-0041.JPG",237,2019,"Mar","2019-03-03","14:34:08",321.14870984,127128,1268.74124876,NA,"C2M47",237,"V",20190303,"0041.JPG","2019","03","03","C2M47-237","dpe2-5","WW",62.8715277777778,FALSE
"343","C2M47-239-V-20190303-0041.JPG",239,2019,"Mar","2019-03-03","14:34:08",321.148710882,88420,882.434249068,NA,"C2M47",239,"V",20190303,"0041.JPG","2019","03","03","C2M47-239","Col-0","WW",62.8722222222222,FALSE
