"","file","pot_number","year","month","date","time","date_time","Rosette_area_px","Areamm2","X","Experiment","idPot","file_3","Date1","file_5","Year","Month","Day","idPotManip","idGenotype","Treatment","decimalDay","outlier"
"40","C2M47-237-V-20190302-0045.JPG",237,2019,"Mar","2019-03-02","14:24:50",321.142256675,219390,1035.17253006,NA,"C2M47",237,"V",20190302,"0045.JPG","2019","03","02","C2M47-237","dpe2-5","WW",61.94375,FALSE
"42","C2M47-239-V-20190228-0013.JPG",239,2019,"Mar","2019-02-28","14:24:51",321.142257139,99077,467.486160538,NA,"C2M47",239,"V",20190228,"0013.JPG","2019","02","28","C2M47-239","Col-0","WW",59.8826388888889,FALSE
"43","C2M47-239-V-20190302-0045.JPG",239,2019,"Mar","2019-03-02","14:24:51",321.142257415,153439,723.988503757,NA,"C2M47",239,"V",20190302,"0045.JPG","2019","03","02","C2M47-239","Col-0","WW",61.94375,FALSE
"44","C2M47-240-V-20190228-0013.JPG",240,2019,"Mar","2019-02-28","14:24:51",321.142257628,158536,748.038252541,NA,"C2M47",240,"V",20190228,"0013.JPG","2019","02","28","C2M47-240","bam1bam3","WW",59.8833333333333,FALSE
"45","C2M47-240-V-20190302-0045.JPG",240,2019,"Mar","2019-03-02","14:24:51",321.142258296,245392,1157.86069327,NA,"C2M47",240,"V",20190302,"0045.JPG","2019","03","02","C2M47-240","bam1bam3","WW",61.9444444444444,FALSE
"46","C2M47-241-V-20190228-0013.JPG",241,2019,"Mar","2019-02-28","14:24:51",321.14225869,186010,877.671919029,NA,"C2M47",241,"V",20190228,"0013.JPG","2019","02","28","C2M47-241","sex1-3","WW",59.875,FALSE
"47","C2M47-241-V-20190302-0045.JPG",241,2019,"Mar","2019-03-02","14:24:51",321.142259046,245118,1156.56784823,NA,"C2M47",241,"V",20190302,"0045.JPG","2019","03","02","C2M47-241","sex1-3","WW",61.9375,FALSE
"48","C2M47-242-V-20190228-0013.JPG",242,2019,"Mar","2019-02-28","14:24:51",321.142259336,91166,430.158798829,NA,"C2M47",242,"V",20190228,"0013.JPG","2019","02","28","C2M47-242","Col-0","WW",59.8756944444444,FALSE
"49","C2M47-242-V-20190302-0045.JPG",242,2019,"Mar","2019-03-02","14:24:51",321.142259734,147559,696.244237944,NA,"C2M47",242,"V",20190302,"0045.JPG","2019","03","02","C2M47-242","Col-0","WW",61.9375,FALSE
"50","C2M47-243-V-20190228-0013.JPG",243,2019,"Mar","2019-02-28","14:24:51",321.142260077,154798,730.400826417,NA,"C2M47",243,"V",20190228,"0013.JPG","2019","02","28","C2M47-243","dpe2-5","WW",59.8756944444444,FALSE
"51","C2M47-243-V-20190302-0045.JPG",243,2019,"Mar","2019-03-02","14:24:51",321.14226049,239417,1129.66817826,NA,"C2M47",243,"V",20190302,"0045.JPG","2019","03","02","C2M47-243","dpe2-5","WW",61.9375,FALSE
"52","C2M47-244-V-20190228-0013.JPG",244,2019,"Mar","2019-02-28","14:24:51",321.142260842,624819,2948.15381311,NA,"C2M47",244,"V",20190228,"0013.JPG","2019","02","28","C2M47-244","dpe1-2","WW",59.8763888888889,FALSE
"53","C2M47-244-V-20190302-0045.JPG",244,2019,"Mar","2019-03-02","14:24:51",321.142261128,903208,4261.70796539,NA,"C2M47",244,"V",20190302,"0045.JPG","2019","03","02","C2M47-244","dpe1-2","WW",61.9409722222222,FALSE
"54","C2M47-245-V-20190228-0013.JPG",245,2019,"Mar","2019-02-28","14:24:51",321.142261466,157367,742.522428266,NA,"C2M47",245,"V",20190228,"0013.JPG","2019","02","28","C2M47-245","amy3-2","WW",59.8763888888889,FALSE
"55","C2M47-245-V-20190302-0045.JPG",245,2019,"Mar","2019-03-02","14:24:51",321.142261878,273567,1290.80196695,NA,"C2M47",245,"V",20190302,"0045.JPG","2019","03","02","C2M47-245","amy3-2","WW",61.9381944444444,FALSE
"56","C2M47-246-V-20190228-0013.JPG",246,2019,"Mar","2019-02-28","14:24:51",321.142262227,185642,875.935543209,NA,"C2M47",246,"V",20190228,"0013.JPG","2019","02","28","C2M47-246","isa1-1 ProStarv::LUC","WW",59.8763888888889,FALSE
"57","C2M47-246-V-20190302-0045.JPG",246,2019,"Mar","2019-03-02","14:24:51",321.142262551,280328,1322.70315423,NA,"C2M47",246,"V",20190302,"0045.JPG","2019","03","02","C2M47-246","isa1-1 ProStarv::LUC","WW",61.9388888888889,FALSE
"58","C2M47-247-V-20190228-0013.JPG",247,2019,"Mar","2019-02-28","14:24:51",321.142262806,418854,1976.32597158,NA,"C2M47",247,"V",20190228,"0013.JPG","2019","02","28","C2M47-247","dpe1-2","WW",59.8819444444444,FALSE
"59","C2M47-247-V-20190302-0045.JPG",247,2019,"Mar","2019-03-02","14:24:51",321.142263039,581133,2742.0252423,NA,"C2M47",247,"V",20190302,"0045.JPG","2019","03","02","C2M47-247","dpe1-2","WW",61.9430555555556,FALSE
"60","C2M47-248-V-20190228-0013.JPG",248,2019,"Mar","2019-02-28","14:24:51",321.142263388,111641,526.768295857,NA,"C2M47",248,"V",20190228,"0013.JPG","2019","02","28","C2M47-248","amy3-2 bam1","WW",59.8819444444444,FALSE
"61","C2M47-248-V-20190302-0045.JPG",248,2019,"Mar","2019-03-02","14:24:51",321.142263721,150306,709.205717228,NA,"C2M47",248,"V",20190302,"0045.JPG","2019","03","02","C2M47-248","amy3-2 bam1","WW",61.9430555555556,FALSE
"62","C2M47-249-V-20190228-0013.JPG",249,2019,"Mar","2019-02-28","14:24:51",321.142263962,69273,326.858592801,NA,"C2M47",249,"V",20190228,"0013.JPG","2019","02","28","C2M47-249","mex1-1","WW",59.8826388888889,FALSE
"63","C2M47-249-V-20190302-0045.JPG",249,2019,"Mar","2019-03-02","14:24:51",321.142264354,88047,415.442070076,NA,"C2M47",249,"V",20190302,"0045.JPG","2019","03","02","C2M47-249","mex1-1","WW",61.94375,FALSE
"64","C2M47-250-V-20190228-0013.JPG",250,2019,"Mar","2019-02-28","14:24:51",321.142264703,195918,924.421950607,NA,"C2M47",250,"V",20190228,"0013.JPG","2019","02","28","C2M47-250","pgm-1","WW",59.8826388888889,FALSE
"65","C2M47-250-V-20190302-0045.JPG",250,2019,"Mar","2019-03-02","14:24:51",321.142265005,255406,1205.11087657,NA,"C2M47",250,"V",20190302,"0045.JPG","2019","03","02","C2M47-250","pgm-1","WW",61.94375,FALSE
"66","C2M47-251-V-20190228-0013.JPG",251,2019,"Mar","2019-02-28","14:24:51",321.14226535,137918,650.754022518,NA,"C2M47",251,"V",20190228,"0013.JPG","2019","02","28","C2M47-251","amy3-2","WW",59.8826388888889,FALSE
"67","C2M47-251-V-20190302-0045.JPG",251,2019,"Mar","2019-03-02","14:24:51",321.1422657,234012,1104.16515841,NA,"C2M47",251,"V",20190302,"0045.JPG","2019","03","02","C2M47-251","amy3-2","WW",61.94375,FALSE
"68","C2M47-252-V-20190228-0013.JPG",252,2019,"Mar","2019-02-28","14:24:51",321.142266046,165064,778.840049689,NA,"C2M47",252,"V",20190228,"0013.JPG","2019","02","28","C2M47-252","bam1bam3","WW",59.8833333333333,FALSE
"69","C2M47-252-V-20190302-0045.JPG",252,2019,"Mar","2019-03-02","14:24:51",321.142266398,234595,1106.91599293,NA,"C2M47",252,"V",20190302,"0045.JPG","2019","03","02","C2M47-252","bam1bam3","WW",61.9444444444444,FALSE
"70","C2M47-253-V-20190228-0013.JPG",253,2019,"Mar","2019-02-28","14:24:51",321.142266626,234417,1106.07611549,NA,"C2M47",253,"V",20190228,"0013.JPG","2019","02","28","C2M47-253","pgm-1","WS",59.875,FALSE
"71","C2M47-253-V-20190302-0045.JPG",253,2019,"Mar","2019-03-02","14:24:51",321.14226702,316980,1495.64241113,NA,"C2M47",253,"V",20190302,"0045.JPG","2019","03","02","C2M47-253","pgm-1","WS",61.9375,FALSE
"72","C2M47-254-V-20190228-0013.JPG",254,2019,"Mar","2019-02-28","14:24:51",321.142267369,173488,818.587957037,NA,"C2M47",254,"V",20190228,"0013.JPG","2019","02","28","C2M47-254","bam1","WW",59.8756944444444,FALSE
"73","C2M47-254-V-20190302-0045.JPG",254,2019,"Mar","2019-03-02","14:24:51",321.142267716,271080,1279.06727493,NA,"C2M47",254,"V",20190302,"0045.JPG","2019","03","02","C2M47-254","bam1","WW",61.9375,FALSE
