idPotManip;idManip;idGenotype;positionPot;bloc;poidsPotNonTroue;poidsPotTroue;poidsSolSec;dateSemis;nbPlante;substrat;humiditeNiveau1;humiditeNiveau2;humiditeNiveau3;humiditeNiveau4;humiditeNiveau5;typePot;Grille
C2M47-81;C2M47;Dpe1;P9_A13;1;15.67;15.44;70.6314;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-82;C2M47;Bam3;P9_A19;1;15.45;16.13;70.4827;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-83;C2M47;ss4-3ProStarv::LUC;P9_A25;1;15.48;15.13;68.8673;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-84;C2M47;Col-0;P9_A31;1;14.62;14.81;69.8725;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-85;C2M47;Col-0;P2_A2;1;15.39;15.21;69.5904;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-86;C2M47;amy3-2;P2_A8;1;14.93;14.91;71.8212;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-87;C2M47;Col-0;P2_A14;1;16.07;16.13;70.1494;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-88;C2M47;mex1-1;P2_A20;1;15.62;14.67;70.734;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-89;C2M47;Bam1-3;P2_A26;1;15.02;14.95;70.5032;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-90;C2M47;Col-0;P2_A32;1;15.24;15.15;72.934;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-91;C2M47;Dpe2;P9_A2;1;15.26;14.95;68.693;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-92;C2M47;Sex1;P9_A8;1;15.24;15.03;71.293;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-93;C2M47;Col-0;P9_A14;1;15.18;15.25;70.1545;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-94;C2M47;abcb14-1;P9_A20;1;15.36;15.3;68.493;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-95;C2M47;Col-0;P9_A26;1;15.39;14.37;69.8109;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-96;C2M47;amy3-2;P9_A32;1;15.11;15.96;71.0109;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-97;C2M47;Col-0;P2_A3;1;15.01;15.59;68.8878;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-98;C2M47;Sex1;P2_A9;1;14.91;14.99;69.0007;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-99;C2M47;Col-0;P2_A15;1;16.04;15.07;68.1801;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-100;C2M47;ss4-3ProStarv::LUC;P2_A21;1;15.28;15.75;70.5084;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-101;C2M47;abcb14-1;P2_A27;1;14.95;15.79;68.1032;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-102;C2M47;Col-0;P2_A33;1;14.88;14.24;68.0724;01/02/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-103;C2M47;pgi1-1;P9_A3;1;15.16;15.34;69.8058;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-104;C2M47;Bam3;P9_A9;1;15.58;15.04;71.6109;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-105;C2M47;Col-0;P9_A15;1;15.34;14.36;65.5904;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-106;C2M47;amy3-2bam1;P9_A21;1;15.32;16.01;70.1135;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-107;C2M47;mex1-1;P9_A27;1;15.55;14.62;70.4673;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-108;C2M47;Bam1;P9_A33;1;16;15.49;69.5648;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-109;C2M47;Col-0;P2_A4;1;15.85;14.43;71.2161;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-110;C2M47;Col-0;P2_A10;1;15.36;14.62;67.4263;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-111;C2M47;abcb14-1;P2_A16;1;15.33;14.11;70.2571;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-112;C2M47;Bam1-3;P2_A22;1;15.23;14.18;72.3956;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-113;C2M47;Bam1-3;P2_A28;1;15.12;15.46;69.3443;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-114;C2M47;Col-0;P2_A34;1;15.43;14.52;70.2879;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-115;C2M47;Col-0;P9_A4;1;15.43;15.37;71.2058;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-116;C2M47;Dpe1;P9_A10;1;15.1;15.13;70.7648;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-117;C2M47;abcb14-2;P9_A16;1;15.71;15.07;70.452;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-118;C2M47;pgi1-1;P9_A22;1;15.44;15.74;69.7955;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-119;C2M47;pgm;P9_A28;1;15.73;14.84;68.4058;25/01/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-120;C2M47;pgm;P9_A34;1;14.79;14.41;67.3955;01/02/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-121;C2M47;pgm;P2_A5;1;15.16;15.1;71.375;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-122;C2M47;Dpe2;P2_A11;1;15.3;14.93;70.1391;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-123;C2M47;Bam1;P2_A17;1;14.73;14.85;71.3699;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-124;C2M47;amy3-2bam1;P2_A23;1;15.28;15.48;69.6827;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-125;C2M47;pgi1-1;P2_A29;1;15.21;15.41;67.9391;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-126;C2M47;Col-0;P2_A35;1;15.37;14.96;69.6622;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-127;C2M47;Col-0;P9_A5;1;15.34;15.32;71.0981;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-128;C2M47;Bam1-3;P9_A11;1;14.88;15.08;68.8263;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-129;C2M47;Col-0ProStarv::LUC;P9_A17;1;15.4;14.63;67.0827;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-130;C2M47;Bam1-3;P9_A23;1;15.52;14.29;69.5186;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-131;C2M47;Col-0;P9_A29;1;15.44;15.4;71.493;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-132;C2M47;Bam3;P9_A35;1;15.44;14.83;68.3135;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-133;C2M47;Sex1;P2_A6;1;15.22;14.3;69.6468;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-134;C2M47;Col-0;P2_A12;1;15.47;14.55;66.8212;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-135;C2M47;Bam3;P2_A18;1;15.67;15.22;65.8468;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-136;C2M47;Col-0;P2_A24;1;15.52;14.95;68.2263;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-137;C2M47;pgm;P2_A30;1;15.61;14.37;68.1596;01/02/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-138;C2M47;pgm;P2_A36;1;15.3;15.17;70.4981;01/02/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-139;C2M47;Dpe1;P9_A6;1;15.29;14.85;68.2109;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-140;C2M47;Dpe2;P9_A12;1;15.03;15.4;65.8314;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-141;C2M47;abcb14-2;P9_A18;1;15.54;15.66;68.2827;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-142;C2M47;pgm;P9_A24;1;15.51;14.6;66.1596;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-143;C2M47;ss4-3ProStarv::LUC;P9_A30;1;15.16;15.11;67.5289;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
